Name,Division,Conference,City,State,Academic_Website,Athletic_Website,NCAA_ID,Data_Quality
"Lake Erie College","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.lec.edu","https://www.lakeeriestorm.com","2746",100
"Lake Superior State University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://lssu.edu","https://lssulakers.com","345",100
"Lander University","NCAA DII","Peach Belt Conference","","SC","https://www.lander.edu/","https://www.landerbearcats.com","1167",100
"Lane College","NCAA DII","Southern Intercol. Ath. Conf.","","TN","https://www.lanecollege.edu","https://www.golcdragons.com/","347",100
"Le Moyne College","NCAA DII","Northeast Conference","","NY","https://www.lemoyne.edu/","https://www.lemoynedolphins.com","349",100
"Lee University","NCAA DII","Gulf South Conference","","TN","https://www.leeuniversity.edu/","https://www.leeuflames.com","30013",100
"Lees-McRae College","NCAA DII","Conference Carolinas","","NC","https://www.lmc.edu","https://lmcbobcats.com","13302",100
"LeMoyne-Owen College","NCAA DII","Southern Intercol. Ath. Conf.","","TN","https://www.loc.edu","https://athletics.loc.edu/","350",100
"Lenoir-Rhyne University","NCAA DII","South Atlantic Conference","","NC","https://www.LR.edu","https://www.lrbears.com","1170",100
"Lewis University","NCAA DII","Great Lakes Valley Conference","","IL","https://www.lewisu.edu","https://www.lewisflyers.com","354",100
"Lincoln Memorial University","NCAA DII","South Atlantic Conference","","TN","https://www.lmunet.edu/","https://www.lmurailsplitters.com","1176",100
"Lincoln University (Missouri)","NCAA DII","Great Lakes Valley Conference","","MO","https://www.lincolnu.edu/","https://www.lubluetigers.com","356",100
"Lincoln University (Pennsylvania)","NCAA DII","Central Intercollegiate Athletic Association","","PA","https://www.lincoln.edu","https://www.lulions.com","357",100
"Livingstone College","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.livingstone.edu/","https://bluebearathletics.com/","359",100
"Lock Haven University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.lockhaven.edu","https://www.golhu.com","360",100
"Lubbock Christian University","NCAA DII","Lone Star Conference","","TX","https://www.lcu.edu","https://www.lcuchaps.com","30177",100
"Lynn University","NCAA DII","Sunshine State Conference","","FL","https://www.lynn.edu","https://www.lynnfightingknights.com","20794",100
"Malone University","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.malone.edu","https://www.malonepioneers.com","30137",100
"Mansfield University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.mansfield.edu","https://www.gomounties.com","384",100
"Mars Hill University","NCAA DII","South Atlantic Conference","","NC","https://www.mhu.edu","https://www.marshilllions.com","1199",100
"Maryville University of Saint Louis","NCAA DII","Great Lakes Valley Conference","","MO","https://www.maryville.edu","https://www.maryvillesaints.com","395",100
"McKendree University","NCAA DII","Great Lakes Valley Conference","","IL","https://www.mckendree.edu","https://www.mckbearcats.com","30138",100
"Mercy University","NCAA DII","East Coast Conference","","NY","https://www.mercy.edu","https://www.mercyathletics.com","407",100
"Mercyhurst University","NCAA DII","Northeast Conference","","PA","https://mercyhurst.edu","https://www.hurstathletics.com","408",100
"Metropolitan State University of Denver","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.msudenver.edu","https://www.RoadrunnersAthletics.com","413",100
"Michigan Technological University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.mtu.edu","https://www.michigantechhuskies.com","417",100
"Midwestern State University","NCAA DII","Lone Star Conference","","TX","https://www.msutexas.edu/","https://msumustangs.com","1222",100
"Miles College","NCAA DII","Southern Intercol. Ath. Conf.","","AL","https://www.miles.edu","https://milesgoldenbears.com/","422",100
"Millersville University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.millersville.edu","https://www.millersvilleathletics.com","423",100
"Minnesota State University Moorhead","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.mnstate.edu/","https://msumdragons.com/","1240",100
"Minnesota State University, Mankato","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.mnsu.edu/","https://www.msumavericks.com","383",100
"Minot State University","NCAA DII","Northern Sun Intercollegiate Conference","","ND","https://www.minotstateu.edu","https://www.msubeavers.com","30125",100
"Mississippi College","NCAA DII","Gulf South Conference","","MS","https://www.mc.edu","https://www.gochoctaws.com","429",100
"Missouri Southern State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","MO","https://www.mssu.edu/","https://mssulions.com","9012",100
"Missouri University of Science and Technology","NCAA DII","Great Lakes Valley Conference","","MO","https://www.mst.edu","https://www.minerathletics.com","435",100
"Missouri Western State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","MO","https://www.missouriwestern.edu","https://www.gogriffons.com","9013",100
"Molloy University","NCAA DII","East Coast Conference","","NY","https://www.molloy.edu/","https://www.molloylions.com","437",100
"Montana State University Billings","NCAA DII","Great Northwest Athletic Conference","","MT","https://www.msubillings.edu","https://www.msubsports.com","205",100
"Morehouse College","NCAA DII","Southern Intercol. Ath. Conf.","","GA","https://www.morehouse.edu","https://www.morehouseathletics.com","445",100
"New Mexico Highlands University","NCAA DII","Rocky Mountain Athletic Conference","","NM","https://www.nmhu.edu","https://www.nmhuathletics.com","8577",100
"Newberry College","NCAA DII","South Atlantic Conference","","SC","https://www.newberry.edu/","https://www.newberrywolves.com","1257",100
"Newman University","NCAA DII","Mid-America Intercollegiate Athletics Association","","KS","https://www.newmanu.edu","https://www.newmanjets.com","30054",100
"North Greenville University","NCAA DII","Conference Carolinas","","SC","https://www.ngu.edu/","https://www.nguathletics.com","9223",100
"Northeastern State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","OK","https://www.nsuok.edu","https://www.goriverhawksgo.com","12810",100
"Northern Michigan University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.nmu.edu","https://www.nmuwildcats.com","506",100
"Northern State University","NCAA DII","Northern Sun Intercollegiate Conference","","SD","https://northern.edu","https://nsuwolves.com","1266",100
"Northwest Missouri State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","MO","https://nwmissouri.edu","https://bearcatsports.com","507",100
"Northwest Nazarene University","NCAA DII","Great Northwest Athletic Conference","","ID","https://www.nnu.edu","https://nnusports.com","1274",100
"Northwestern Oklahoma State University","NCAA DII","Great American Conference","","OK","https://www.nwosu.edu","https://www.riderangersride.com","30178",100
"Northwood University","NCAA DII","Great Midwest Athletic Conference","","MI","https://www.northwood.edu","https://gonorthwood.com","510",100
"Nova Southeastern University","NCAA DII","Sunshine State Conference","","FL","https://www.nova.edu","https://nsusharks.com","24639",100
"Ohio Dominican University","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.ohiodominican.edu/","https://www.ohiodominicanpanthers.com","30119",100
"Oklahoma Baptist University","NCAA DII","Great American Conference","","OK","https://www.okbu.edu","https://www.obubison.com","30202",100
"Oklahoma Christian University","NCAA DII","Lone Star Conference","","OK","https://www.oc.edu","https://www.oceagles.com","30179",100
"Ouachita Baptist University","NCAA DII","Great American Conference","","AR","https://www.obu.edu","https://www.obutigers.com","1289",100
"Pace University","NCAA DII","Northeast-10 Conference","","NY","https://www.pace.edu","https://www.paceuathletics.com","533",100
"Palm Beach Atlantic University","NCAA DII","Sunshine State Conference","","FL","https://www.pba.edu","https://www.pbasailfish.com","30045",100
"Pennsylvania Western University, California","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.pennwest.edu","https://www.calvulcans.com","106",100
"Pennsylvania Western University, Clarion","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.pennwest.edu","https://www.clariongoldeneagles.com","143",100
"Pennsylvania Western University, Edinboro","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.edinboro.edu","https://www.gofightingscots.com","209",100
"Pittsburg State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","KS","https://www.pittstate.edu","https://www.pittstategorillas.com","1314",100
"Point Loma Nazarene University","NCAA DII","Pacific West Conference","","CA","https://www.pointloma.edu","https://www.plnusealions.com","30149",100
"Post University","NCAA DII","Central Atlantic Collegiate Conference","","CT","https://www.post.edu","https://www.posteagles.com","1318",100
"Purdue University Northwest","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","IN","https://www.pnw.edu","https://www.pnwathletics.com","30222",100
"Queens College (New York)","NCAA DII","East Coast Conference","","NY","https://www.qc.cuny.edu","https://www.queensknights.com","560",100
"Quincy University","NCAA DII","Great Lakes Valley Conference","","IL","https://quincy.edu","https://quhawks.com","561",100
"Regis University (Colorado)","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.regis.edu","https://www.regisrangers.com","568",100
"Roberts Wesleyan University","NCAA DII","East Coast Conference","","NY","https://www.roberts.edu","https://www.robertsredhawks.com","30150",100
"Rockhurst University","NCAA DII","Great Lakes Valley Conference","","MO","https://www.rockhurst.edu/","https://www.rockhursthawks.com/","1328",100
"Rogers State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","OK","https://www.rsu.edu","https://www.rsuhillcats.com","30180",100
"Rollins College","NCAA DII","Sunshine State Conference","","FL","https://Rollins.edu","https://RollinsSports.com","584",100
"Saginaw Valley State University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.svsu.edu","https://www.svsucardinals.com","591",100
"Saint Anselm College","NCAA DII","Northeast-10 Conference","","NH","https://www.anselm.edu","https://www.saintanselmhawks.com","593",100
"Saint Augustine's University","NCAA DII","Independent","","NC","https://www.st-aug.edu/","https://www.saintaugfalcons.com/index.aspx","594",100
"Saint Leo University","NCAA DII","Sunshine State Conference","","FL","https://www.saintleo.edu","https://www.saintleolions.com","608",100
"Saint Martin's University","NCAA DII","Great Northwest Athletic Conference","","WA","https://www.stmartin.edu/","https://www.smusaints.com","1343",100
"Saint Michael's College","NCAA DII","Northeast-10 Conference","","VT","https://www.smcvt.edu","https://www.smcathletics.com","613",100
"Salem University (West Virginia)","NCAA DII","Independent","","WV","https://www.salemu.edu/","https://www.salemtigers.com","19117",100
"San Francisco State University","NCAA DII","California Collegiate Athletic Association","","CA","https://www.sfsu.edu/","https://sfstategators.com","628",100
"Savannah State University","NCAA DII","Southern Intercol. Ath. Conf.","","GA","https://www.savannahstate.edu","https://ssuathletics.com/","632",100
"Seattle Pacific University","NCAA DII","Great Northwest Athletic Conference","","WA","https://spu.edu/","https://spufalcons.com/index.aspx","634",100
"Seton Hill University","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.setonhill.edu/","https://www.setonhill.edu/athletics","30063",100
"Shaw University","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.shawuniversity.edu","https://www.shawbears.com","636",100
"Shepherd University","NCAA DII","Pennsylvania State Athletic Conference","","WV","https://shepherd.edu","https://shepherdrams.com","10870",100
"Shippensburg University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.ship.edu","https://www.shipraiders.com","638",100
"Shorter University","NCAA DII","Conference Carolinas","","GA","https://www.shorter.edu","https://www.goshorterhawks.com","30151",100
"Simon Fraser University","NCAA DII","Great Northwest Athletic Conference","","BC","https://www.sfu.ca","https://athletics.sfu.ca/","30127",100
"Slippery Rock University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.sru.edu","https://www.rockathletics.com","643",100
"Sonoma State University","NCAA DII","California Collegiate Athletic Association","","CA","https://www.sonoma.edu/","https://www.sonomaseawolves.com","645",100
"South Dakota School of Mines & Technology","NCAA DII","Rocky Mountain Athletic Conference","","SD","https://sdmines.sdsmt.edu/sdsmt","https://gorockers.com","30139",100
"Southeastern Oklahoma State University","NCAA DII","Great American Conference","","OK","https://www.se.edu","https://www.gosoutheastern.com","1371",100
"Southern Arkansas University","NCAA DII","Great American Conference","","AR","https://www.saumag.edu","https://www.muleriderathletics.com","1376",100
"Southern Connecticut State University","NCAA DII","Northeast-10 Conference","","CT","https://southernct.edu","https://scsuowls.com","658",100
"Southern Nazarene University","NCAA DII","Great American Conference","","OK","https://snu.edu","https://snuathletics.com","30152",100
"Southern New Hampshire University","NCAA DII","Northeast-10 Conference","","NH","https://www.snhu.edu","https://www.snhupenmen.com","468",100
"Southern Wesleyan University","NCAA DII","Conference Carolinas","","SC","https://www.swu.edu","https://swuathletics.com","30192",100
"Southwest Baptist University","NCAA DII","Great Lakes Valley Conference","","MO","https://www.sbuniv.edu","https://www.sbubearcats.com","2755",100
"Southwest Minnesota State University","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.smsu.edu","https://www.smsumustangs.com","8736",100
"Southwestern Oklahoma State University","NCAA DII","Great American Conference","","OK","https://www.swosu.edu/","https://www.swosuathletics.com","8744",100
"Spring Hill College","NCAA DII","Southern Intercol. Ath. Conf.","","AL","https://www.shc.edu","https://www.shcbadgers.com","30191",100
"St. Cloud State University","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.stcloudstate.edu/","https://www.stcloudstate.edu/athletics","598",100
"St. Edward's University","NCAA DII","Lone Star Conference","","TX","https://stedwards.edu","https://gohilltoppers.com","1334",100
"St. Mary's University (Texas)","NCAA DII","Lone Star Conference","","TX","https://www.stmarytx.edu","https://www.rattlerathletics.com","1346",100
"St. Thomas Aquinas College","NCAA DII","East Coast Conference","","NY","https://www.stac.edu/","https://www.stacathletics.com/landing/index","1348",100
"Texas A&M International University","NCAA DII","Lone Star Conference","","TX","https://www.tamiu.edu","https://godustdevils.com","30090",100
"Texas A&M University-Kingsville","NCAA DII","Lone Star Conference","","TX","https://www.tamuk.edu/","https://www.javelinaathletics.com","696",100
"Texas Woman's University","NCAA DII","Lone Star Conference","","TX","https://www.twu.edu","https://www.twuathletics.com","701",100
"The University of Texas at Tyler","NCAA DII","Lone Star Conference","","TX","https://www.uttyler.edu","https://www.uttylerpatriots.com","30028",100
"The University of Texas Permian Basin","NCAA DII","Lone Star Conference","","TX","https://www.utpb.edu/","https://www.utpbfalcons.com","30088",100
"The University of Virginia's College at Wise","NCAA DII","South Atlantic Conference","","VA","https://www.uvawise.edu","https://www.uvawisecavs.com","30181",100
"Thomas Jefferson University","NCAA DII","Central Atlantic Collegiate Conference","","PA","https://www.jefferson.edu","https://www.jeffersonrams.com","543",100
"Thomas More University","NCAA DII","Great Midwest Athletic Conference","","KY","https://www.thomasmore.edu","https://www.thomasmoresaints.com","1402",100
"Tiffin University","NCAA DII","Great Midwest Athletic Conference","","OH","https://tiffin.edu","https://www.gotiffindragons.com","1403",100
"Trevecca Nazarene University","NCAA DII","Gulf South Conference","","TN","https://www.trevecca.edu","https://www.tnutrojans.com","30002",100
"Truman State University","NCAA DII","Great Lakes Valley Conference","","MO","https://www.truman.edu/","https://www.trumanbulldogs.com","499",100
"Tusculum University","NCAA DII","South Atlantic Conference","","TN","https://www.tusculum.edu","https://www.tusculumpioneers.com","12830",100
"Tuskegee University","NCAA DII","Southern Intercol. Ath. Conf.","","AL","https://www.tuskegee.edu","https://www.goldentigersports.com/","720",100
"Union University","NCAA DII","Gulf South Conference","","TN","https://www.uu.edu","https://www.uuathletics.com","30153",100
"University of Alabama in Huntsville","NCAA DII","Gulf South Conference","","AL","https://uah.edu","https://uahchargers.com","10",100
"University of Alaska Anchorage","NCAA DII","Great Northwest Athletic Conference","","AK","https://www.uaa.alaska.edu","https://www.goseawolves.com","11",100
"University of Alaska Fairbanks","NCAA DII","Great Northwest Athletic Conference","","AK","https://www.uaf.edu","https://www.AlaskaNanooks.com","12",100
"University of Arkansas, Fort Smith","NCAA DII","Mid-America Intercollegiate Athletics Association","","AR","https://www.uafs.edu/Home/Index","https://www.uafortsmithlions.com","30105",100
"University of Arkansas, Monticello","NCAA DII","Great American Conference","","AR","https://www.uamont.edu","https://www.uamsports.com","8411",100
"University of Bridgeport","NCAA DII","Central Atlantic Collegiate Conference","","CT","https://www.bridgeport.edu","https://www.ubknights.com","74",100
"University of California, Merced","NCAA DII","California Collegiate Athletic Association","","CA","https://www.ucmerced.edu","https://www.ucmercedbobcats.com","30266",100
"University of Central Missouri","NCAA DII","Mid-America Intercollegiate Athletics Association","","MO","https://www.ucmo.edu","https://ucmathletics.com","130",100
"University of Central Oklahoma","NCAA DII","Mid-America Intercollegiate Athletics Association","","OK","https://www.uco.edu","https://www.bronchosports.com","1009",100
"University of Charleston (West Virginia)","NCAA DII","Mountain East Conference","","WV","https://www.ucwv.edu","https://www.ucgoldeneagles.com","1013",100
"University of Colorado Colorado Springs","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.uccs.edu","https://www.gomountainlions.com","9754",100
"University of Findlay","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.findlay.edu","https://findlayoilers.com","1079",100
"University of Hawaii at Hilo","NCAA DII","Pacific West Conference","","HI","https://www.uhh.hawaii.edu","https://hiloathletics.com","2697",100
"University of Illinois Springfield","NCAA DII","Great Lakes Valley Conference","","IL","https://www.uis.edu","https://www.uisprairiestars.com","30050",100
"University of Indianapolis","NCAA DII","Great Lakes Valley Conference","","IN","https://www.uindy.edu","https://uindyathletics.com","309",100
"University of Jamestown","NCAA DII","Northern Sun Intercollegiate Conference","","ND","https://uj.edu","https://jimmiepride.com","30267",100
"University of Mary","NCAA DII","Northern Sun Intercollegiate Conference","","ND","https://www.umary.edu/","https://www.goumary.com","30075",100
"University of Minnesota Duluth","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.d.umn.edu/","https://umdbulldogs.com/","427",100
"University of Minnesota, Crookston","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.umcrookston.edu","https://www.goldeneaglesports.com/","27854",100
"University of Missouri-St. Louis","NCAA DII","Great Lakes Valley Conference","","MO","https://umsl.edu","https://umsltritons.com","436",100
"University of Montevallo","NCAA DII","Gulf South Conference","","AL","https://www.montevallo.edu","https://www.montevallofalcons.com","1238",100
"University of Mount Olive","NCAA DII","Conference Carolinas","","NC","https://www.umo.edu","https://www.umotrojans.com","1245",100
"University of Nebraska at Kearney","NCAA DII","Mid-America Intercollegiate Athletics Association","","NE","https://www.unk.edu","https://www.lopers.com","1156",100
"University of New Haven","NCAA DII","Northeast Conference","","CT","https://www.newhaven.edu","https://www.newhavenchargers.com","470",100
"University of North Carolina at Pembroke","NCAA DII","Conference Carolinas","","NC","https://www.uncp.edu","https://www.uncpbraves.com","537",100
"University of North Georgia","NCAA DII","Peach Belt Conference","","GA","https://www.ung.edu/","https://www.ungathletics.com","30052",100
"University of Pittsburgh, Johnstown","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.upj.pitt.edu","https://pittjohnstownathletics.com/","546",100
"University of Puerto Rico, Bayamon","NCAA DII","Independent","","PR","https://www.uprb.edu","https://www.uprb.edu","2682",100
"University of Puerto Rico, Mayaguez","NCAA DII","Independent","","PR","https://www.uprm.edu","https://www.uprm.edu/actividadesatleticas","24361",100
"University of Puerto Rico, Rio Piedras","NCAA DII","Independent","","PR","https://www.uprrp.edu","https://estudiantes.uprrp.edu/desarollo-estudiantil/departamento-atletico/","2716",100
"University of Sioux Falls","NCAA DII","Northern Sun Intercollegiate Conference","","SD","https://www.usiouxfalls.edu","https://www.usfcougars.com","30128",100
"University of South Carolina Aiken","NCAA DII","Peach Belt Conference","","SC","https://www.usca.edu","https://www.pacersports.com","11276",100
"University of South Carolina Beaufort","NCAA DII","Peach Belt Conference","","SC","https://uscb.edu","https://uscbathletics.com","30259",100
"University of Tampa","NCAA DII","Sunshine State Conference","","FL","https://www.ut.edu","https://www.tampaspartans.com/landing/index","689",100
"University of the District of Columbia","NCAA DII","East Coast Conference","","DC","https://www.udc.edu","https://www.udcfirebirds.com","186",100
"University of West Alabama","NCAA DII","Gulf South Conference","","AL","https://www.uwa.edu/","https://www.uwaathletics.com","358",100
"University of West Florida","NCAA DII","Gulf South Conference","","FL","https://www.uwf.edu","https://www.goargos.com","11740",100
"University of West Georgia","NCAA DII","Atlantic Sun Conference","","GA","https://www.westga.edu","https://www.uwgathletics.com","766",100
"University of Wisconsin-Parkside","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","WI","https://www.uwp.edu","https://www.parksiderangers.com","799",100
"Upper Iowa University","NCAA DII","Great Lakes Valley Conference","","IA","https://www.uiu.edu/","https://uiupeacocks.com/","728",100
"Ursuline College","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.ursuline.edu","https://www.ursulinearrows.com","30140",100
"Valdosta State University","NCAA DII","Gulf South Conference","","GA","https://www.valdosta.edu","https://www.vstateblazers.com","734",100
"Vanguard University ","NCAA DII","Pacific West Conference","","CA","https://www.vanguard.edu","https://www.vanguardlions.com","30263",100
"Virginia State University","NCAA DII","Central Intercollegiate Athletic Association","","VA","https://www.vsu.edu/","https://www.govsutrojans.com","743",100
"Virginia Union University","NCAA DII","Central Intercollegiate Athletic Association","","VA","https://www.vuu.edu/","https://vuusports.com/","744",100
"Walsh University","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.walsh.edu/","https://athletics.walsh.edu/landing/index","30141",100
"Washburn University","NCAA DII","Mid-America Intercollegiate Athletics Association","","KS","https://www.washburn.edu","https://www.wusports.com","2814",100
"Wayne State College (Nebraska)","NCAA DII","Northern Sun Intercollegiate Conference","","NE","https://www.wsc.edu/","https://www.wscwildcats.com/","1433",100
"Wayne State University (Michigan)","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.wayne.edu","https://www.wsuathletics.com","757",100
"West Chester University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.wcupa.edu/","https://www.wcupagoldenrams.com","765",100
"West Liberty University","NCAA DII","Mountain East Conference","","WV","https://www.westliberty.edu","https://www.hilltoppersports.com","1438",100
"West Texas A&M University","NCAA DII","Lone Star Conference","","TX","https://www.wtamu.edu","https://www.gobuffsgo.com","767",100
"West Virginia State University","NCAA DII","Mountain East Conference","","WV","https://www.wvstateu.edu","https://www.wvsuyellowjackets.com","1439",100
"West Virginia Wesleyan College","NCAA DII","Mountain East Conference","","WV","https://wvwc.edu","https://wesleyanbobcats.com","9630",100
"Western Colorado University","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.western.edu","https://www.gomountaineers.com","2759",100
"Western New Mexico University","NCAA DII","Lone Star Conference","","NM","https://www.wnmu.edu","https://www.wnmumustangs.com","1445",100
"Western Oregon University","NCAA DII","Great Northwest Athletic Conference","","OR","https://www.wou.edu","https://www.wouwolves.com","1446",100
"Western Washington University","NCAA DII","Great Northwest Athletic Conference","","WA","https://www.wwu.edu/","https://www.wwuvikings.com","1448",100
"Westminster University (Utah)","NCAA DII","Rocky Mountain Athletic Conference","","UT","https://www.westminsteru.edu","https://www.westminstergriffins.com","30209",100
"Westmont College","NCAA DII","Pacific West Conference","","CA","https://westmont.edu","https://athletics.westmont.edu","30260",100
"Wheeling University","NCAA DII","Mountain East Conference","","WV","https://wheeling.edu/","https://wucardinals.com/","12799",100
"William Jewell College","NCAA DII","Great Lakes Valley Conference","","MO","https://www.jewell.edu","https://www.jewellcardinals.com","30120",100
"Wilmington University (Delaware)","NCAA DII","Central Atlantic Collegiate Conference","","DE","https://www.wilmu.edu/index.aspx","https://athletics.wilmu.edu/landing/index","1460",100
"Wingate University","NCAA DII","South Atlantic Conference","","NC","https://wingate.edu","https://wingatebulldogs.com","1462",100
"Winona State University","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.winona.edu/","https://www.winonastatewarriors.com","790",100
"Winston-Salem State University","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.wssu.edu","https://wssurams.com","791",100
"Young Harris College","NCAA DII","Conference Carolinas","","GA","https://www.yhc.edu","https://www.yhcathletics.com","30154",100
"Adrian College","NCAA DIII","Michigan Intercollegiate Athletic Association","","MI","https://www.adrian.edu","https://www.adrianbulldogs.com","4",100
"Agnes Scott College","NCAA DIII","Collegiate Conference of the South","","GA","https://www.agnesscott.edu","https://www.ascscotties.com","11324",100
"Albertus Magnus College","NCAA DIII","Great Northeast Athletic Conference","","CT","https://www.albertus.edu","https://www.albertusfalcons.com","2798",100
"Albion College","NCAA DIII","Michigan Intercollegiate Athletic Association","","MI","https://www.albion.edu","https://www.gobrits.com","15",100
"Albright College","NCAA DIII","Middle Atlantic Conferences","","PA","https://www.albright.edu","https://www.albrightathletics.com","16",100
"Alfred State College","NCAA DIII","Allegheny Mountain Collegiate Conference","","NY","https://www.alfredstate.edu","https://www.alfredstateathletics.com","30170",100
"Alfred University","NCAA DIII","Empire 8","","NY","https://www.alfred.edu","https://www.gosaxons.com","18",100
"Allegheny College","NCAA DIII","Presidents' Athletic Conference","","PA","https://www.allegheny.edu","https://www.alleghenygators.com","19",100
"Alma College","NCAA DIII","Michigan Intercollegiate Athletic Association","","MI","https://www.alma.edu","https://www.almascots.com","21",100
"Alvernia University","NCAA DIII","Middle Atlantic Conferences","","PA","https://www.alvernia.edu","https://athletics.alvernia.edu","938",100
"Alverno College","NCAA DIII","Northern Athletics Collegiate Conference","","WI","https://www.alverno.edu","https://athletics.alverno.edu/","28746",100
"Amherst College","NCAA DIII","New England Small College Athletic Conference","","MA","https://www.amherst.edu","https://athletics.amherst.edu/landing/index","24",100
"Anderson University (Indiana)","NCAA DIII","Heartland Collegiate Athletic Conference","","IN","https://www.anderson.edu","https://athletics.anderson.edu","939",100
"Anna Maria College","NCAA DIII","Massachusetts State Collegiate Athletic Conference","","MA","https://www.annamaria.edu","https://goamcats.com/landing/index","26",100
"Arcadia University","NCAA DIII","Middle Atlantic Conferences","","PA","https://www.arcadia.edu","https://www.arcadiaknights.com/","966",100
"Asbury University","NCAA DIII","Collegiate Conference of the South","","KY","https://www.asbury.edu","https://www.asburyeagles.com","30243",100
"Augsburg University","NCAA DIII","Minnesota Intercollegiate Athletic Conference","","MN","https://www.augsburg.edu","https://athletics.augsburg.edu","38",100
"Augustana College (Illinois)","NCAA DIII","College Conference of Illinois & Wisconsin","","IL","https://www.augustana.edu","https://www.athletics.augustana.edu/","40",100
"Aurora University","NCAA DIII","Northern Athletics Collegiate Conference","","IL","https://www.aurora.edu","https://athletics.aurora.edu","42",100
"Austin College","NCAA DIII","Southern Collegiate Athletic Conference","","TX","https://www.austincollege.edu","https://www.acroos.com","953",100
"Averett University","NCAA DIII","Old Dominion Athletic Conf.","","VA","https://www.averett.edu","https://www.averettcougars.com","44",100
"Babson College","NCAA DIII","New England Women's and Men's Athletic Conference","","MA","https://www.babson.edu","https://www.babsonathletics.com","45",100
"Baldwin Wallace University","NCAA DIII","Ohio Athletic Conference","","OH","https://www.bw.edu","https://www.bwyellowjackets.com/landing/index","46",100
"Bard College","NCAA DIII","Liberty League","","NY","https://www.bard.edu","https://www.bardathletics.com","962",100
"Baruch College","NCAA DIII","City University of New York Athletic Conference","","NY","https://www.baruch.cuny.edu","https://www.baruchathletics.com","58",100
"Bates College","NCAA DIII","New England Small College Athletic Conference","","ME","https://www.bates.edu","https://www.gobatesbobcats.com","50",100
"Belhaven University","NCAA DIII","Collegiate Conference of the South","","MS","https://www.belhaven.edu","https://blazers.belhaven.edu","30197",100
"Beloit College","NCAA DIII","Midwest Conference","","WI","https://www.beloit.edu","https://www.beloit.edu/bucs/","53",100
"Benedictine University (Illinois)","NCAA DIII","Northern Athletics Collegiate Conference","","IL","https://www.ben.edu","https://www.benueagles.com","296",100
"Berea College","NCAA DIII","Heartland Collegiate Athletic Conference","","KY","https://www.berea.edu","https://www.bereaathletics.com","30171",100
"Berry College","NCAA DIII","Southern Athletic Association","","GA","https://www.berry.edu","https://www.berryvikings.com","973",100
"Bethany College (West Virginia)","NCAA DIII","Presidents' Athletic Conference","","WV","https://www.bethanywv.edu","https://bethanybison.com","59",100
"Bethany Lutheran College","NCAA DIII","Upper Midwest Athletic Conference","","MN","https://www.blc.edu","https://www.blcvikings.com","30038",100
