Name,Division,City,State,Website,Phone,NCAA_ID,Data_Quality
"Kennesaw State University","NCAA D1","","GA","https://www.kennesaw.edu/","","1157",70
"Kent State University","NCAA D1","","OH","https://www.kent.edu","","331",70
"Kentucky State University","NCAA D1","","KY","https://www.kysu.edu/","","332",70
"Kentucky Wesleyan College","NCAA D1","","KY","https://kwc.edu","","333",70
"Kenyon College","NCAA D1","","OH","https://www.kenyon.edu","","335",70
"Keuka College","NCAA D1","","NY","https://www.keuka.edu/","","1159",70
"Keystone College","NCAA D1","","PA","https://www.keystone.edu","","30047",70
"King University","NCAA D1","","TN","https://www.king.edu/","","30051",70
"King's College (Pennsylvania)","NCAA D1","","PA","https://www.kings.edu/","","336",70
"Knox College","NCAA D1","","IL","https://www.knox.edu","","337",70
"Kutztown University of Pennsylvania","NCAA D1","","PA","https://www.kutztown.edu","","339",70
"La Roche University","NCAA D1","","PA","https://www.laroche.edu","","1163",70
"La Salle University","NCAA D1","","PA","https://www.lasalle.edu/","","340",70
"Lafayette College","NCAA D1","","PA","https://www.lafayette.edu","","342",70
"LaGrange College","NCAA D1","","GA","https://www.lagrange.edu","","1162",70
"Lake Erie College","NCAA D1","","OH","https://www.lec.edu","","2746",70
"Lake Forest College","NCAA D1","","IL","https://www.lakeforest.edu","","344",70
"Lake Superior State University","NCAA D1","","MI","https://lssu.edu","","345",70
"Lakeland University","NCAA D1","","WI","https://www.lakeland.edu/","","1164",70
"Lamar University","NCAA D1","","TX","https://www.lamar.edu","","346",70
"Lancaster Bible College","NCAA D1","","PA","https://www.lbc.edu","","30085",70
"Lander University","NCAA D1","","SC","https://www.lander.edu/","","1167",70
"Lane College","NCAA D1","","TN","https://www.lanecollege.edu","","347",70
"Lasell University","NCAA D1","","MA","https://www.lasell.edu","","8486",70
"Lawrence University","NCAA D1","","WI","https://www.lawrence.edu/","","348",70
"Le Moyne College","NCAA D1","","NY","https://www.lemoyne.edu/","","349",70
"Lebanon Valley College","NCAA D1","","PA","https://www.lvc.edu","","351",70
"Lee University","NCAA D1","","TN","https://www.leeuniversity.edu/","","30013",70
"Lees-McRae College","NCAA D1","","NC","https://www.lmc.edu","","13302",70
"Lehigh University","NCAA D1","","PA","https://www.lehigh.edu","","352",70
"Lehman College","NCAA D1","","NY","https://www.lehman.edu","","279",70
"LeMoyne-Owen College","NCAA D1","","TN","https://www.loc.edu","","350",70
"Lenoir-Rhyne University","NCAA D1","","NC","https://www.LR.edu","","1170",70
"Lesley University","NCAA D1","","MA","https://www.lesley.edu","","24317",70
"LeTourneau University","NCAA D1","","TX","https://www.letu.edu","","8490",70
"Lewis & Clark College","NCAA D1","","OR","https://www.lclark.edu","","22235",70
"Lewis University","NCAA D1","","IL","https://www.lewisu.edu","","354",70
"Liberty University","NCAA D1","","VA","https://www.liberty.edu","","355",70
"Lincoln Memorial University","NCAA D1","","TN","https://www.lmunet.edu/","","1176",70
"Lincoln University (Missouri)","NCAA D1","","MO","https://www.lincolnu.edu/","","356",70
"Lincoln University (Pennsylvania)","NCAA D1","","PA","https://www.lincoln.edu","","357",70
"Lindenwood University","NCAA D1","","MO","https://www.lindenwood.edu","","30136",70
"Linfield University","NCAA D1","","OR","https://www.linfield.edu","","1179",70
"Lipscomb University","NCAA D1","","TN","https://www.lipscomb.edu","","28600",70
"Livingstone College","NCAA D1","","NC","https://www.livingstone.edu/","","359",70
"Lock Haven University of Pennsylvania","NCAA D1","","PA","https://www.lockhaven.edu","","360",70
"Long Beach State University","NCAA D1","","CA","https://www.csulb.edu","","99",70
"Long Island University","NCAA D1","","NY","https://liu.edu","","361",70
"Longwood University","NCAA D1","","VA","https://www.longwood.edu/","","363",70
"Loras College","NCAA D1","","IA","https://www.loras.edu","","364",70
"Louisiana State University","NCAA D1","","LA","https://www.lsu.edu","","365",70
"Louisiana Tech University","NCAA D1","","LA","https://www.latech.edu/","","366",70
"Loyola Marymount University","NCAA D1","","CA","https://www.lmu.edu","","370",70
"Loyola University Chicago","NCAA D1","","IL","https://www.luc.edu","","371",70
"Loyola University Maryland","NCAA D1","","MD","https://www.loyola.edu","","369",70
"Lubbock Christian University","NCAA D1","","TX","https://www.lcu.edu","","30177",70
"Luther College","NCAA D1","","IA","https://www.luther.edu/","","372",70
"Lycoming College","NCAA D1","","PA","https://www.lycoming.edu","","373",70
"Lynn University","NCAA D1","","FL","https://www.lynn.edu","","20794",70
"Lyon College","NCAA D1","","AR","https://www.lyon.edu/","","22989",70
"Macalester College","NCAA D1","","MN","https://www.macalester.edu/","","376",70
"Maine Maritime Academy","NCAA D1","","ME","https://www.mainemaritime.edu/","","378",70
"Malone University","NCAA D1","","OH","https://www.malone.edu","","30137",70
"Manchester University","NCAA D1","","IN","https://www.manchester.edu","","1192",70
"Manhattan University","NCAA D1","","NY","https://www.manhattan.edu","","381",70
"Manhattanville University","NCAA D1","","NY","https://www.mville.edu","","382",70
"Mansfield University of Pennsylvania","NCAA D1","","PA","https://www.mansfield.edu","","384",70
"Maranatha Baptist University","NCAA D1","","WI","https://www.mbu.edu/","","1194",70
"Marian University (Wisconsin)","NCAA D1","","WI","https://www.marianuniversity.edu","","1196",70
"Marietta College","NCAA D1","","OH","https://www.marietta.edu/","","385",70
"Marist University","NCAA D1","","NY","https://marist.edu","","386",70
"Marquette University","NCAA D1","","WI","https://www.marquette.edu","","387",70
"Mars Hill University","NCAA D1","","NC","https://www.mhu.edu","","1199",70
"Marshall University","NCAA D1","","WV","https://www.marshall.edu","","388",70
"Martin Luther College","NCAA D1","","MN","https://www.mlc-wels.edu","","8597",70
"Mary Baldwin University","NCAA D1","","VA","https://www.marybaldwin.edu/","","389",70
"Marymount University (Virginia)","NCAA D1","","VA","https://www.marymount.edu/","","394",70
"Maryville College (Tennessee)","NCAA D1","","TN","https://www.maryvillecollege.edu","","396",70
"Maryville University of Saint Louis","NCAA D1","","MO","https://www.maryville.edu","","395",70
"Marywood University","NCAA D1","","PA","https://www.marywood.edu","","397",70
"Massachusetts College of Liberal Arts","NCAA D1","","MA","https://www.mcla.edu/","","486",70
"Massachusetts Institute of Technology","NCAA D1","","MA","https://web.mit.edu","","398",70
"Massachusetts Maritime Academy","NCAA D1","","MA","https://www.maritime.edu","","399",70
"McDaniel College","NCAA D1","","MD","https://www.mcdaniel.edu/","","773",70
"McKendree University","NCAA D1","","IL","https://www.mckendree.edu","","30138",70
"McMurry University","NCAA D1","","TX","https://www.mcm.edu","","8530",70
"McNeese State University","NCAA D1","","LA","https://www.mcneese.edu/","","402",70
"Medgar Evers College","NCAA D1","","NY","https://www.mec.cuny.edu","","403",70
"Mercer University","NCAA D1","","GA","https://www2.mercer.edu/default.htm","","406",70
"Mercy University","NCAA D1","","NY","https://www.mercy.edu","","407",70
"Mercyhurst University","NCAA D1","","PA","https://mercyhurst.edu","","408",70
"Meredith College","NCAA D1","","NC","https://www.meredith.edu","","409",70
"Merrimack College","NCAA D1","","MA","https://www.merrimack.edu","","410",70
"Messiah University","NCAA D1","","PA","https://www.messiah.edu","","411",70
"Methodist University","NCAA D1","","NC","https://www.methodist.edu","","412",70
"Metropolitan State University of Denver","NCAA D1","","CO","https://www.msudenver.edu","","413",70
"Miami University (Ohio)","NCAA D1","","OH","https://www.miamiOH.edu","","414",70
"Michigan State University","NCAA D1","","MI","https://www.msu.edu","","416",70
"Michigan Technological University","NCAA D1","","MI","https://www.mtu.edu","","417",70
"Middle Tennessee State University","NCAA D1","","TN","https://www.mtsu.edu/","","419",70
"Middlebury College","NCAA D1","","VT","https://www.middlebury.edu/","","420",70
"Midwestern State University","NCAA D1","","TX","https://www.msutexas.edu/","","1222",70
"Miles College","NCAA D1","","AL","https://www.miles.edu","","422",70
"Millersville University of Pennsylvania","NCAA D1","","PA","https://www.millersville.edu","","423",70
"Millikin University","NCAA D1","","IL","https://www.millikin.edu/","","424",70
"Millsaps College","NCAA D1","","MS","https://www.millsaps.edu","","426",70
"Milwaukee School of Engineering","NCAA D1","","WI","https://www.msoe.edu/","","20220",70
"Minnesota State University Moorhead","NCAA D1","","MN","https://www.mnstate.edu/","","1240",70
"Minnesota State University, Mankato","NCAA D1","","MN","https://www.mnsu.edu/","","383",70
"Minot State University","NCAA D1","","ND","https://www.minotstateu.edu","","30125",70
"Misericordia University","NCAA D1","","PA","https://www.misericordia.edu/","","16142",70
"Mississippi College","NCAA D1","","MS","https://www.mc.edu","","429",70
"Mississippi State University","NCAA D1","","MS","https://www.msstate.edu","","430",70
"Mississippi University for Women","NCAA D1","","MS","https://www.muw.edu","","431",70
"Mississippi Valley State University","NCAA D1","","MS","https://www.mvsu.edu","","432",70
"Missouri Southern State University","NCAA D1","","MO","https://www.mssu.edu/","","9012",70
"Missouri State University","NCAA D1","","MO","https://www.missouristate.edu","","669",70
"Missouri University of Science and Technology","NCAA D1","","MO","https://www.mst.edu","","435",70
"Missouri Western State University","NCAA D1","","MO","https://www.missouriwestern.edu","","9013",70
"Mitchell College","NCAA D1","","CT","https://www.mitchell.edu","","30042",70
"Molloy University","NCAA D1","","NY","https://www.molloy.edu/","","437",70
"Monmouth College (Illinois)","NCAA D1","","IL","https://www.monmouthcollege.edu","","438",70
"Monmouth University","NCAA D1","","NJ","https://www.monmouth.edu/","","439",70
"Montana State University Billings","NCAA D1","","MT","https://www.msubillings.edu","","205",70
"Montana State University-Bozeman","NCAA D1","","MT","https://www.montana.edu/","","440",70
"Montclair State University","NCAA D1","","NJ","https://www.montclair.edu/","","442",70
"Moravian University","NCAA D1","","PA","https://www.moravian.edu","","443",70
"Morehead State University","NCAA D1","","KY","https://www.moreheadstate.edu","","444",70
"Morehouse College","NCAA D1","","GA","https://www.morehouse.edu","","445",70
"Morgan State University","NCAA D1","","MD","https://www.morgan.edu","","446",70
"Mount Aloysius College","NCAA D1","","PA","https://www.mtaloy.edu","","30036",70
"Mount Holyoke College","NCAA D1","","MA","https://www.mtholyoke.edu/","","449",70
"Mount Saint Mary College (New York)","NCAA D1","","NY","https://www.msmc.edu/","","1468",70
"Mount St. Joseph University","NCAA D1","","OH","https://www.msj.edu/","","8567",70
"Mount St. Mary's University","NCAA D1","","MD","https://www.msmary.edu","","450",70
"Muhlenberg College","NCAA D1","","PA","https://www.muhlenberg.edu","","453",70
"Murray State University","NCAA D1","","KY","https://www.murraystate.edu/","","454",70
"Muskingum University","NCAA D1","","OH","https://www.muskingum.edu","","455",70
"Nazareth University","NCAA D1","","NY","https://www.naz.edu","","461",70
"Nebraska Wesleyan University","NCAA D1","","NE","https://www.nebrwesleyan.edu/","","462",70
"Neumann University","NCAA D1","","PA","https://www.neumann.edu","","1254",70
"New England College","NCAA D1","","NH","https://www.nec.edu/","","467",70
"New Jersey City University","NCAA D1","","NJ","https://www.njcu.edu","","319",70
"New Jersey Institute of Technology","NCAA D1","","NJ","https://www.njit.edu","","471",70
"New Mexico Highlands University","NCAA D1","","NM","https://www.nmhu.edu","","8577",70
"New Mexico State University","NCAA D1","","NM","https://www.nmsu.edu","","472",70
"New York University","NCAA D1","","NY","https://www.nyu.edu","","479",70
"Newberry College","NCAA D1","","SC","https://www.newberry.edu/","","1257",70
"Newman University","NCAA D1","","KS","https://www.newmanu.edu","","30054",70
"Niagara University","NCAA D1","","NY","https://www.niagara.edu","","482",70
"Nicholls State University","NCAA D1","","LA","https://www.nicholls.edu","","483",70
"Nichols College","NCAA D1","","MA","https://www.nichols.edu","","484",70
"Norfolk State University","NCAA D1","","VA","https://www.nsu.edu","","485",70
"North Carolina A&T State University","NCAA D1","","NC","https://www.ncat.edu","","488",70
"North Carolina Central University","NCAA D1","","NC","https://www.nccu.edu","","489",70
"North Carolina State University","NCAA D1","","NC","https://www.ncsu.edu","","490",70
"North Carolina Wesleyan University","NCAA D1","","NC","https://ncwu.edu/","","491",70
"North Central College","NCAA D1","","IL","https://noctrl.edu/","","492",70
"North Central University","NCAA D1","","MN","https://www.northcentral.edu/","","30039",70
"North Dakota State University","NCAA D1","","ND","https://www.ndsu.edu/","","493",70
"North Greenville University","NCAA D1","","SC","https://www.ngu.edu/","","9223",70
"North Park University","NCAA D1","","IL","https://www.northpark.edu/","","496",70
"Northeastern State University","NCAA D1","","OK","https://www.nsuok.edu","","12810",70
"Northeastern University","NCAA D1","","MA","https://www.northeastern.edu","","500",70
"Northern Arizona University","NCAA D1","","AZ","https://www.nau.edu","","501",70
"Northern Illinois University","NCAA D1","","IL","https://www.niu.edu","","503",70
"Northern Kentucky University","NCAA D1","","KY","https://www.nku.edu","","505",70
"Northern Michigan University","NCAA D1","","MI","https://www.nmu.edu","","506",70
"Northern State University","NCAA D1","","SD","https://northern.edu","","1266",70
"Northwest Missouri State University","NCAA D1","","MO","https://nwmissouri.edu","","507",70
"Northwest Nazarene University","NCAA D1","","ID","https://www.nnu.edu","","1274",70
"Northwestern Oklahoma State University","NCAA D1","","OK","https://www.nwosu.edu","","30178",70
"Northwestern State University","NCAA D1","","LA","https://www.nsula.edu","","508",70
"Northwestern University","NCAA D1","","IL","https://www.northwestern.edu","","509",70
"Northwood University","NCAA D1","","MI","https://www.northwood.edu","","510",70
"Norwich University","NCAA D1","","VT","https://www.norwich.edu","","511",70
"Notre Dame of Maryland University","NCAA D1","","MD","https://www.ndm.edu","","8600",70
"Nova Southeastern University","NCAA D1","","FL","https://www.nova.edu","","24639",70
"Oakland University","NCAA D1","","MI","https://www.oakland.edu","","514",70
"Oberlin College","NCAA D1","","OH","https://www.oberlin.edu/","","515",70
"Occidental College","NCAA D1","","CA","https://www.oxy.edu","","516",70
"Oglethorpe University","NCAA D1","","GA","https://www.oglethorpe.edu","","2713",70
"Ohio Dominican University","NCAA D1","","OH","https://www.ohiodominican.edu/","","30119",70
"Ohio Northern University","NCAA D1","","OH","https://www.onu.edu/","","517",70
"Ohio University","NCAA D1","","OH","https://www.ohio.edu","","519",70
"Ohio Wesleyan University","NCAA D1","","OH","https://www.owu.edu","","520",70
"Oklahoma Baptist University","NCAA D1","","OK","https://www.okbu.edu","","30202",70
"Oklahoma Christian University","NCAA D1","","OK","https://www.oc.edu","","30179",70
"Oklahoma State University","NCAA D1","","OK","https://www.okstate.edu","","521",70
"Old Dominion University","NCAA D1","","VA","https://www.odu.edu","","523",70
"Oral Roberts University","NCAA D1","","OK","https://www.oru.edu","","527",70
"Oregon State University","NCAA D1","","OR","https://oregonstate.edu/","","528",70
"Otterbein University","NCAA D1","","OH","https://www.otterbein.edu/","","531",70
"Ouachita Baptist University","NCAA D1","","AR","https://www.obu.edu","","1289",70
"Pace University","NCAA D1","","NY","https://www.pace.edu","","533",70
"Pacific Lutheran University","NCAA D1","","WA","https://www.plu.edu/","","1297",70
"Pacific University (Oregon)","NCAA D1","","OR","https://www.pacificu.edu/","","2751",70
"Palm Beach Atlantic University","NCAA D1","","FL","https://www.pba.edu","","30045",70
"Penn State Berks College","NCAA D1","","PA","https://www.berks.psu.edu","","30044",70
"Penn State Harrisburg","NCAA D1","","PA","https://www.hbg.psu.edu","","30081",70
"Penn State University, Abington","NCAA D1","","PA","https://www.abington.psu.edu","","30114",70
"Penn State University, Altoona","NCAA D1","","PA","https://www.altoona.psu.edu","","25719",70
"Pennsylvania College of Technology","NCAA D1","","PA","https://www.pct.edu","","30190",70
"Pennsylvania State Univ. Erie, the Behrend College","NCAA D1","","PA","https://pserie.psu.edu","","538",70
"Pennsylvania State University","NCAA D1","","PA","https://www.psu.edu","","539",70
"Pennsylvania Western University, California","NCAA D1","","PA","https://www.pennwest.edu","","106",70
"Pennsylvania Western University, Clarion","NCAA D1","","PA","https://www.pennwest.edu","","143",70
"Pennsylvania Western University, Edinboro","NCAA D1","","PA","https://www.edinboro.edu","","209",70
"Pepperdine University","NCAA D1","","CA","https://www.pepperdine.edu/","","541",70
"Pfeiffer University","NCAA D1","","NC","https://www.Pfeiffer.edu","","542",70
"Piedmont University","NCAA D1","","GA","https://www.piedmont.edu/","","21830",70
"Pittsburg State University","NCAA D1","","KS","https://www.pittstate.edu","","1314",70
"Plattsburgh State University of New York","NCAA D1","","NY","https://www.plattsburgh.edu/","","547",70
"Plymouth State University","NCAA D1","","NH","https://www.plymouth.edu/","","548",70
"Point Loma Nazarene University","NCAA D1","","CA","https://www.pointloma.edu","","30149",70
"Pomona-Pitzer Colleges","NCAA D1","","CA","https://www.pomona.edu; www.pitzer.edu","","549",70
"Portland State University","NCAA D1","","OR","https://pdx.edu","","550",70
"Post University","NCAA D1","","CT","https://www.post.edu","","1318",70
"Prairie View A&M University","NCAA D1","","TX","https://www.pvamu.edu","","553",70
"Pratt Institute","NCAA D1","","NY","https://www.pratt.edu","","2715",70
"Presbyterian College","NCAA D1","","SC","https://presby.edu","","1320",70
"Princeton University","NCAA D1","","NJ","https://www.princeton.edu","","554",70
"Principia College","NCAA D1","","IL","https://www.principiacollege.edu","","555",70
"Providence College","NCAA D1","","RI","https://www.providence.edu/","","556",70
"Purchase College, State University of New York","NCAA D1","","NY","https://www.purchase.edu","","30029",70
"Purdue University","NCAA D1","","IN","https://www.purdue.edu","","559",70
"Purdue University Fort Wayne","NCAA D1","","IN","https://www.pfw.edu/","","308",70
"Purdue University Northwest","NCAA D1","","IN","https://www.pnw.edu","","30222",70
"Queens College (New York)","NCAA D1","","NY","https://www.qc.cuny.edu","","560",70
"Queens University of Charlotte","NCAA D1","","NC","https://www.queens.edu","","11504",70
"Quincy University","NCAA D1","","IL","https://quincy.edu","","561",70
"Quinnipiac University","NCAA D1","","CT","https://www.quinnipiac.edu","","562",70
"Radford University","NCAA D1","","VA","https://www.radford.edu/","","563",70
"Ramapo College","NCAA D1","","NJ","https://www.ramapo.edu","","564",70
"Randolph College","NCAA D1","","VA","https://www.randolphcollege.edu","","566",70
"Randolph-Macon College","NCAA D1","","VA","https://www.rmc.edu","","565",70
"Regis College (Massachusetts)","NCAA D1","","MA","https://www.regiscollege.edu/","","569",70
"Regis University (Colorado)","NCAA D1","","CO","https://www.regis.edu","","568",70
"Rensselaer Polytechnic Institute","NCAA D1","","NY","https://www.rpi.edu","","570",70
"Rhode Island College","NCAA D1","","RI","https://www.ric.edu","","571",70
"Rhodes College","NCAA D1","","TN","https://www.rhodes.edu/","","573",70
"Rice University","NCAA D1","","TX","https://www.rice.edu","","574",70
"Rider University","NCAA D1","","NJ","https://www.rider.edu","","576",70
"Ripon College","NCAA D1","","WI","https://www.ripon.edu","","577",70
"Rivier University","NCAA D1","","NH","https://www.rivier.edu","","18422",70
"Roanoke College","NCAA D1","","VA","https://www.roanoke.edu/","","578",70
"Robert Morris University","NCAA D1","","PA","https://www.rmu.edu","","579",70
"Roberts Wesleyan University","NCAA D1","","NY","https://www.roberts.edu","","30150",70
"Rochester Institute of Technology","NCAA D1","","NY","https://www.rit.edu/","","580",70
"Rockford University","NCAA D1","","IL","https://www.rockford.edu","","582",70
"Rockhurst University","NCAA D1","","MO","https://www.rockhurst.edu/","","1328",70
"Roger Williams University","NCAA D1","","RI","https://www.rwu.edu/","","583",70
"Rogers State University","NCAA D1","","OK","https://www.rsu.edu","","30180",70
"Rollins College","NCAA D1","","FL","https://Rollins.edu","","584",70
"Rose-Hulman Institute of Technology","NCAA D1","","IN","https://www.rose-hulman.edu/","","585",70
"Rosemont College","NCAA D1","","PA","https://www.rosemont.edu/","","15882",70
"Rowan University","NCAA D1","","NJ","https://www.rowan.edu/","","259",70
"Russell Sage College","NCAA D1","","NY","https://www.sage.edu/","","11036",70
"Rutgers, The State Univ. of New Jersey, Camden","NCAA D1","","NJ","https://www.camden.rutgers.edu","","588",70
"Rutgers, The State Univ. of New Jersey, Newark","NCAA D1","","NJ","https://www.newark.rutgers.edu","","589",70
"Rutgers, The State University of New Jersey, New Brunswick","NCAA D1","","NJ","https://www.rutgers.edu","","587",70
"Sacred Heart University","NCAA D1","","CT","https://www.sacredheart.edu","","590",70
"Saginaw Valley State University","NCAA D1","","MI","https://www.svsu.edu","","591",70
"Saint Anselm College","NCAA D1","","NH","https://www.anselm.edu","","593",70
"Saint Augustine's University","NCAA D1","","NC","https://www.st-aug.edu/","","594",70
"Saint Elizabeth University","NCAA D1","","NJ","https://www.steu.edu","","9684",70
"Saint Francis University ","NCAA D1","","PA","https://www.francis.edu","","600",70
"Saint John's University (Minnesota)","NCAA D1","","MN","https://www.csbsju.edu","","602",70
"Saint Joseph's College (Maine)","NCAA D1","","ME","https://www.sjcme.edu","","605",70
"Saint Joseph's University","NCAA D1","","PA","https://www.sju.edu","","606",70
"Saint Leo University","NCAA D1","","FL","https://www.saintleo.edu","","608",70
"Saint Louis University","NCAA D1","","MO","https://www.slu.edu/","","609",70
"Saint Martin's University","NCAA D1","","WA","https://www.stmartin.edu/","","1343",70
"Saint Mary's College (Indiana)","NCAA D1","","IN","https://www.saintmarys.edu/","","8688",70
"Saint Mary's College of California","NCAA D1","","CA","https://www.stmarys-ca.edu/","","610",70
"Saint Mary's University of Minnesota","NCAA D1","","MN","https://www.smumn.edu","","612",70
"Saint Michael's College","NCAA D1","","VT","https://www.smcvt.edu","","613",70
"Saint Peter's University","NCAA D1","","NJ","https://www.saintpeters.edu.","","617",70
"Saint Vincent College","NCAA D1","","PA","https://www.stvincent.edu","","30064",70
"Salem College (North Carolina)","NCAA D1","","NC","https://www.salem.edu/","","30041",70
"Salem State University","NCAA D1","","MA","https://www.salemstate.edu","","621",70
"Salem University (West Virginia)","NCAA D1","","WV","https://www.salemu.edu/","","19117",70
"Salisbury University","NCAA D1","","MD","https://www.salisbury.edu/","","622",70
"Salve Regina University","NCAA D1","","RI","https://www.salve.edu","","623",70
"Sam Houston State University","NCAA D1","","TX","https://www.shsu.edu","","624",70
"Samford University","NCAA D1","","AL","https://www.samford.edu/","","625",70
"San Diego State University","NCAA D1","","CA","https://www.sdsu.edu","","626",70
"San Francisco State University","NCAA D1","","CA","https://www.sfsu.edu/","","628",70
"San Jose State University","NCAA D1","","CA","https://www.sjsu.edu","","630",70
"Santa Clara University","NCAA D1","","CA","https://scu.edu","","631",70
"Sarah Lawrence College","NCAA D1","","NY","https://www.sarahlawrence.edu","","30163",70
"Savannah State University","NCAA D1","","GA","https://www.savannahstate.edu","","632",70
"Schreiner University","NCAA D1","","TX","https://www.schreiner.edu/","","1355",70
"Seattle Pacific University","NCAA D1","","WA","https://spu.edu/","","634",70
"Seattle University","NCAA D1","","WA","https://seattleu.edu","","1356",70
"Seton Hall University","NCAA D1","","NJ","https://www.shu.edu","","635",70
"Seton Hill University","NCAA D1","","PA","https://www.setonhill.edu/","","30063",70
"Shaw University","NCAA D1","","NC","https://www.shawuniversity.edu","","636",70
"Shenandoah University","NCAA D1","","VA","https://www.su.edu","","637",70
"Shepherd University","NCAA D1","","WV","https://shepherd.edu","","10870",70
"Shippensburg University of Pennsylvania","NCAA D1","","PA","https://www.ship.edu","","638",70
"Shorter University","NCAA D1","","GA","https://www.shorter.edu","","30151",70
"Siena University","NCAA D1","","NY","https://www.siena.edu","","639",70
"Simmons University","NCAA D1","","MA","https://www.simmons.edu/","","640",70
"Simon Fraser University","NCAA D1","","BC","https://www.sfu.ca","","30127",70
"Simpson College","NCAA D1","","IA","https://www.simpson.edu/","","641",70
"Skidmore College","NCAA D1","","NY","https://www.skidmore.edu/","","642",70
"Slippery Rock University of Pennsylvania","NCAA D1","","PA","https://www.sru.edu","","643",70
"Smith College","NCAA D1","","MA","https://www.smith.edu/","","644",70
"Sonoma State University","NCAA D1","","CA","https://www.sonoma.edu/","","645",70
"South Carolina State University","NCAA D1","","SC","https://www.scsu.edu/","","647",70
"South Dakota School of Mines & Technology","NCAA D1","","SD","https://sdmines.sdsmt.edu/sdsmt","","30139",70
"South Dakota State University","NCAA D1","","SD","https://www.sdstate.edu","","649",70
"Southeast Missouri State University","NCAA D1","","MO","https://www.semo.edu","","654",70
"Southeastern Louisiana University","NCAA D1","","LA","https://www.southeastern.edu","","655",70
"Southeastern Oklahoma State University","NCAA D1","","OK","https://www.se.edu","","1371",70
"Southern Arkansas University","NCAA D1","","AR","https://www.saumag.edu","","1376",70
"Southern Connecticut State University","NCAA D1","","CT","https://southernct.edu","","658",70
"Southern Illinois University at Carbondale","NCAA D1","","IL","https://www.siuc.edu/","","659",70
"Southern Illinois University Edwardsville","NCAA D1","","IL","https://www.siue.edu","","660",70
"Southern Methodist University","NCAA D1","","TX","https://www.smu.edu","","663",70
"Southern Nazarene University","NCAA D1","","OK","https://snu.edu","","30152",70
"Southern New Hampshire University","NCAA D1","","NH","https://www.snhu.edu","","468",70
"Southern University, Baton Rouge","NCAA D1","","LA","https://www.subr.edu","","665",70
"Southern Utah University","NCAA D1","","UT","https://www.suu.edu","","667",70
"Southern Virginia University","NCAA D1","","VA","https://www.svu.edu","","30164",70
"Southern Wesleyan University","NCAA D1","","SC","https://www.swu.edu","","30192",70
"Southwest Baptist University","NCAA D1","","MO","https://www.sbuniv.edu","","2755",70
"Southwest Minnesota State University","NCAA D1","","MN","https://www.smsu.edu","","8736",70
"Southwestern Oklahoma State University","NCAA D1","","OK","https://www.swosu.edu/","","8744",70
"Southwestern University (Texas)","NCAA D1","","TX","https://www.southwestern.edu","","8746",70
"Spalding University","NCAA D1","","KY","https://www.spalding.edu","","23260",70
"Spring Hill College","NCAA D1","","AL","https://www.shc.edu","","30191",70
"Springfield College","NCAA D1","","MA","https://www.springfieldcollege.edu/","","673",70
"St. Bonaventure University","NCAA D1","","NY","https://www.sbu.edu","","596",70
"St. Catherine University","NCAA D1","","MN","https://www.stkate.edu/","","597",70
"St. Cloud State University","NCAA D1","","MN","https://www.stcloudstate.edu/","","598",70
"St. Edward's University","NCAA D1","","TX","https://stedwards.edu","","1334",70
"St. John Fisher University","NCAA D1","","NY","https://www.sjf.edu","","601",70
"St. John's University (New York)","NCAA D1","","NY","https://www.stjohns.edu","","603",70
"St. Joseph's University NY (Brooklyn)","NCAA D1","","NY","https://www.sjny.edu/","","30072",70
"St. Joseph's University, New York L.I.","NCAA D1","","NY","https://www.sjny.edu","","1340",70
"St. Lawrence University","NCAA D1","","NY","https://www.stlawu.edu/","","607",70
"St. Mary's College of Maryland","NCAA D1","","MD","https://www.smcm.edu/","","611",70
"St. Mary's University (Texas)","NCAA D1","","TX","https://www.stmarytx.edu","","1346",70
"St. Norbert College","NCAA D1","","WI","https://www.snc.edu","","614",70
"St. Olaf College","NCAA D1","","MN","https://www.stolaf.edu","","615",70
"St. Thomas Aquinas College","NCAA D1","","NY","https://www.stac.edu/","","1348",70
"Stanford University","NCAA D1","","CA","https://www.stanford.edu","","674",70
"State University of New York at Brockport","NCAA D1","","NY","https://www.brockport.edu","","78",70
"State University of New York at Canton","NCAA D1","","NY","https://www.canton.edu/","","30165",70
"State University of New York at Cobleskill","NCAA D1","","NY","https://www.cobleskill.edu/home.asp","","30083",70
"State University of New York at Cortland","NCAA D1","","NY","https://www.cortland.edu","","168",70
"State University of New York at Delhi","NCAA D1","","NY","https://www.delhi.edu/","","30225",70
"State University of New York at Geneseo","NCAA D1","","NY","https://www.geneseo.edu/","","247",70
"State University of New York at Morrisville","NCAA D1","","NY","https://www.morrisville.edu","","30067",70
"State University of New York at New Paltz","NCAA D1","","NY","https://www.newpaltz.edu/","","475",70
"State University of New York at Old Westbury","NCAA D1","","NY","https://www.oldwestbury.edu","","524",70
"State University of New York at Oneonta","NCAA D1","","NY","https://www.oneonta.edu","","526",70
"State University of New York at Oswego","NCAA D1","","NY","https://www.oswego.edu/index","","530",70
"State University of New York at Potsdam","NCAA D1","","NY","https://www.potsdam.edu/","","552",70
"State University of New York Maritime College","NCAA D1","","NY","https://www.sunymaritime.edu/","","478",70
"State University of New York Polytechnic Institute","NCAA D1","","NY","https://www.sunypoly.edu","","9500",70
"Stephen F. Austin State University","NCAA D1","","TX","https://www.sfasu.edu/","","676",70
